Identifier,Title,Description,Currency,Amount Awarded,Award Date,Recipient Org:Identifier,Recipient Org:Name,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Publisher:Prefix,Publisher:Name,Licence,Licence Name,_recipient_id,_recipient_name,_recipient_type,_recipient_income,_recipient_is_grantmaker,_may_be_regranted,Location:ladcd,Location:ladnm,Location:utlacd,Location:utlanm,Location:rgncd,Location:rgnnm,Location:ctrycd,Location:ctrynm,Location:latitude,Location:longitude,Location:source,_last_updated
360G-tnlcomfund-0045314361,COVID-19 Age Well Amlwch- Moving Forward,Age Well Hwyliog Mon in Anglesey will employ a coordinator that will provide support to the community as they move into a ‘new normal’ post COVID-19. £10000 will fund a coordinator. Bydd Age Well Hwyliog Môn yn Ynys Môn yn cyflogi cydlynydd a fydd yn darparu cefnogaeth i’r gymuned wrth iddynt symud i ‘normal newydd’ yn dilyn COVID-19. Bydd £10000 yn ariannu cydlynydd.,GBP,10000,07/07/2020,GB-CHC-1156241,Age Well Hwyliog Mon,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1156241,AGE WELL HWYLIOG MON,registered-charity,22174,FALSE,FALSE,W06000001,Isle of Anglesey,W06000001,Isle of Anglesey,,,W92000004,Wales,53.377029,-4.34023,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045314395,COVID-19 'Keep in Touch' project,Benllech and District Good Turn Scheme in Anglesey will continue supporting the older community and adapt their services towards the recovery and rebuilding from the effects of COVID-19. £7000 will fund shopping and delivery keep in touch phone service promotion admin costs volunteer recruitment and training. Bydd Cynllun Good Turn Benllech a'r Cylch yn Ynys Môn yn parhau i gefnogi'r gymuned hn ac yn addasu eu gwasanaethau tuag at adferiad ac ailadeiladu effeithiau COVID-19. Bydd £7000 yn ariannu siopa a chludo gwasanaeth ffôn cadw mewn cysylltiad gwaith hyrwyddo costau gweinyddol recriwtio a hyfforddi gwirfoddolwyr.,GBP,7000,07/07/2020,GB-CHC-1137146,Benllech and District Good Turn Scheme,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1137146,BENLLECH AND DISTRICT GOOD TURN SCHEME,registered-charity,13204,FALSE,FALSE,W06000001,Isle of Anglesey,W06000001,Isle of Anglesey,,,W92000004,Wales,53.327801,-4.24853,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045314505,COVID-19 - Milford Haven Community Covid Care,Milford Haven Community Society in Pembrokeshire will run a series of interventions and support for young people in their community to support their health and well-being. £7030 will fund staff costs ingredients cookbooks an iPad and tripod well-being activity packs art well-being packs sanitary products and bags of books. Bydd Cymdeithas Gymunedol Aberdaugleddau yn Sir Benfro yn cynnal cyfres o ymyriadau a chefnogaeth i bobl ifanc yn eu cymuned i gefnogi eu hiechyd a'u lles. Bydd £7030 yn ariannu costau staff cynhwysion llyfrau coginio iPad a thripod pecynnau gweithgaredd lles pecynnau lles celf cynhyrchion misglwyf a bagiau o lyfrau.,GBP,7030,07/07/2020,360g-tnlcomfung-org-MilfordHavenCommunitySociety,Milford Haven Community Society,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),,,,,FALSE,FALSE,W06000009,Pembrokeshire,W06000009,Pembrokeshire,,,W92000004,Wales,51.727489,-5.02216,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045314541,COVID-19 - Sticking together!,South People’s Projects (SOPRO) in Newport will support people of African (especially Congolese) descent who are shielding from COVID-19 with emergency food parcels and hygiene products. £9440 will fund food and hygiene products volunteers’ costs project coordinator salary fuel publicity and project evaluation. Bydd South People’s Projects (SOPRO) yng Nghasnewydd yn cefnogi pobl o dras Affricanaidd (yn enwedig Congo) sy'n cysgodi rhag COVID-19 gyda pharseli bwyd brys a chynhyrchion hylendid. Bydd £9440 yn ariannu cynhyrchion bwyd a hylendid costau gwirfoddolwyr cyflog cydlynydd prosiect tanwydd cyhoeddusrwydd a gwerthuso prosiectau.,GBP,9440,07/07/2020,GB-CHC-1120469,South People's Projects (Soppro),GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1120469,SOUTH PEOPLE'S PROJECTS (SOPPRO),registered-charity,10490,FALSE,FALSE,W06000022,Newport,W06000022,Newport,,,W92000004,Wales,51.56612,-2.98881,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045314840,COVID-19 MaesG food bank,North Wales Recovery Communities in Gwynedd will continue supporting those most vulnerable due to COVID-19 by providing ready-to-eat meals. £9840 will fund food and packaging part-time staff and overheads. Bydd Cymunedau Adferiad Gogledd Cymru yng Ngwynedd yn parhau i gefnogi’r rhai sydd fwyaf agored i niwed oherwydd COVID-19 trwy ddarparu prydau parod i’w bwyta. Bydd £9840 yn ariannu bwyd a phecynnu staff rhan-amser a gorbenion.,GBP,9840,07/07/2020,GB-CHC-1160531,North Wales Recovery Communities,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1160531,NORTH WALES RECOVERY COMMUNITIES,registered-charity,454531,FALSE,FALSE,W06000002,Gwynedd,W06000002,Gwynedd,,,W92000004,Wales,53.223202,-4.1174,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045314914,COVID-19 - Health/wellbeing for the Caerphilly MS community Covid-19 & beyond,Multiple Sclerosis Society Caerphilly Support Group will provide a post-COVID-19 lockdown programme of wellbeing exercise and social activities for people with or affected by MS. £9000 will fund accessible transport staff venue refreshments advertising exercise equipment and two social events. Bydd Cymdeithas Cefnogaeth Sglerosis Ymledol Caerffili yn darparu rhaglen yn dilyn cyfnod clo COVID-19 o ymarfer corff lles a gweithgareddau cymdeithasol i bobl sydd ag MS neu yr effeithir arnynt gan MS. Bydd £9000 yn ariannu cludiant hygyrch staff lleoliad lluniaeth hysbysebu offer ymarfer corff a dau ddigwyddiad cymdeithasol.,GBP,9000,07/07/2020,360g-tnlcomfung-org-MultipleSclerosisSocietyCaerphillySupportGroup,Multiple Sclerosis Society Caerphilly Support Group,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),,,,,FALSE,FALSE,W06000018,Caerphilly,W06000018,Caerphilly,,,W92000004,Wales,51.563499,-3.21781,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045315511,COVID-19 - Healthy Homes Project,ASH Wales Limited in Cardiff will use a £9500 grant to create learning resources for professionals across Wales supporting people who want to stop smoking. Bydd ASH Wales Limited yng Nghaerdydd yn defnyddio grant o £9500 i greu adnoddau dysgu ar gyfer gweithwyr proffesiynol ledled Cymru sy'n cefnogi pobl sydd am roi'r gorau i ysmygu.,GBP,9500,07/07/2020,GB-CHC-1120834,Ash Wales Limited,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1120834,ASH WALES LIMITED,registered-charity,242579,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.491909,-3.16573,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045315758,COVID-19 - Getting through Covid-19,Chinese in Wales Association in Swansea will provide support to their community in light of the financial and mental stresses caused by COVID-19. £10000 will fund a benefit advisor counselling fees translation costs and Bydd Cymdeithas Tsieineaidd yng Nghymru yn Abertawe yn darparu cefnogaeth i'w cymuned yng ngoleuni'r straen ariannol a meddyliol a achosir gan COVID-19. Bydd £10000 yn ariannu cynghorydd budd-daliadau ffioedd cwnsela costau cyfieithu a threuliau gwirfoddolwyr.,GBP,10000,07/07/2020,GB-CHC-1175444,Chinese in Wales Association,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1175444,CHINESE IN WALES ASSOCIATION,registered-charity,91820,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.624748,-3.94559,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045315909,COVID-19 - Rethinking Wales: Communities,Institute of Welsh Affairs in Cardiff will help to develop the policy responses for Wales once the immediate COVID-19 crisis has passed. £10000 will fund staff and a contribution to running costs. Bydd Sefydliad Materion Cymru yng Nghaerdydd yn helpu i ddatblygu ymatebion polisi Cymru unwaith y bydd argyfwng uniongyrchol COVID-19 wedi mynd heibio. Bydd £10000 yn ariannu staff ac yn cyfrannu at gostau rhedeg y sefydliad.,GBP,10000,07/07/2020,GB-CHC-1078435,Institute of Welsh Affairs,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1078435,INSTITUTE OF WELSH AFFAIRS,registered-charity,302336,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.46233,-3.15867,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045316078,COVID-19 - Be Healthy,Horn Development Association Community Interest Company in Cardiff will provide healthy food and drink parcels alongside healthy lifestyle education for BAME young people and their families. £9760 will fund sessional youth workers healthy food and drink packs and fuel costs. Bydd Cwmni Budd Cymunedol Cymdeithas Datblygu Horn yng Nghaerdydd yn darparu parseli bwyd a diod iach ochr yn ochr ag addysg ffordd o fyw iach i bobl ifanc BAME a'u teuluoedd. Bydd £9760 yn ariannu gweithwyr ieuenctid sesiynol pecynnau bwyd a diod iach a chostau tanwydd.,GBP,9760,07/07/2020,GB-COH-07012176,Horn Development Association CIC,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-COH-07012176,HORN DEVELOPMENT ASSOCIATION COMMUNITY INTEREST COMPANY,registered-company,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.461529,-3.18555,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045316274,COVID-19 Step forward,Llanddulas Youth and Community Centre in Conwy will update IT equipment that will enable them to host remote sessions and keep to COVID-19 social distancing restrictions. £7199 will fund IT and tech equipment installation licences posters office supplies volunteer expenses and training. Bydd Canolfan Ieuenctid a Chymunedol Llanddulas yng Nghonwy yn diweddaru offer TG a fydd yn eu galluogi i gynnal sesiynau anghysbell a chadw at gyfyngiadau pellhau cymdeithasol COVID-19. Bydd £7199 yn ariannu offer TG a thechnoleg trwyddedau posteri cyflenwadau swyddfa costau gwirfoddolwyr a hyfforddiant.,GBP,7199,07/07/2020,GB-CHC-524032,Llanddulas Youth and Community Centre,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-524032,LLANDDULAS YOUTH CLUB,registered-charity,23962,FALSE,FALSE,W06000003,Conwy,W06000003,Conwy,,,W92000004,Wales,53.28159,-3.62732,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045316370,COVID-19 - Hope GB Out Reach Programme,Hope GB in Torfaen will offer increased learning and play opportunities for children and young people with autism. £10000 will fund activity packs sessional workers venue hire fuel costs and printing. Bydd Hope GB yn Nhorfaen yn cynnig mwy o gyfleoedd dysgu a chwarae i blant a phobl ifanc ag awtistiaeth. Bydd £10000 yn ariannu pecynnau gweithgaredd gweithwyr sesiynol llogi lleoliadau costau tanwydd ac argraffu.,GBP,10000,07/07/2020,GB-CHC-1157519,Hope GB,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1157519,HOPE GB,registered-charity,42099,FALSE,FALSE,W06000020,Torfaen,W06000020,Torfaen,,,W92000004,Wales,51.683819,-3.02774,recipientOrganizationLocation,03:24.7
360G-WCVA-25747,Voluntary Services Emergency Fund,"The objectives of Ystradowen Community Centre Food Delivery Service consist of combating food poverty, reducing isolation and loneliness. This service is only made available by the hard work and support of our key workers where financial assistance is needed for these to continue essential services to identified communities and individuals.",GBP,6648.84,07/07/2020,360G-WCVA-0010N00004Jm2HLQAZ,Canolfan Cymunedol Ystradowen Community Centre CCYCC,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000010,Carmarthenshire,W06000010,Carmarthenshire,,,W92000004,Wales,51.80525273,-3.827246387,recipientOrganizationPostcode,03:24.7
360G-WCVA-25748,Voluntary Services Emergency Fund,"With successful funding we can continue to provide essential services such as housing, food, and advice to the many vulnerable groups across our community. Furthermore it will enable us to do so in the safest way possible thus maintaining the well being of both our staff and service users.",GBP,11585.7,07/07/2020,360G-WCVA-0010N00004JKSwlQAH,Cymdeithas Gofal The Care Society,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000008,Ceredigion,W06000008,Ceredigion,,,W92000004,Wales,52.41524904,-4.083011468,recipientOrganizationPostcode,03:24.7
360G-WCVA-25749,Voluntary Services Emergency Fund,"Discovery student volunteers will offer distance befriending service and group support to disabled adults and young people, ensuring that they feel connected and supported. The contact will focus on well being activities and volunteering opportunities that both student and the person they are calling can do together.  ",GBP,14405.68,07/07/2020,360G-WCVA-0010N00004M8mksQAB,Discovery - Student Volunteering Swansea,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.61211721,-3.985031039,recipientOrganizationPostcode,03:24.7
360G-WCVA-25750,Voluntary Services Emergency Fund,"65 activity packs delivered to vulnerable families 5 hours pw online volunteer preparation course planning 2 hours of online course delivery/support for new volunteers for 4 weeks 15 hours  pw family/volunteer support/training, ongoing supervision and guidance. IT equipment deployed to front line workers working at home.",GBP,13293,07/07/2020,360G-WCVA-0010N00004M8i3jQAB,Family Friends,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000006,Wrexham,W06000006,Wrexham,,,W92000004,Wales,53.05118785,-2.99844068,recipientOrganizationPostcode,03:24.7
360G-WCVA-25752,Voluntary Services Emergency Fund,"A team of culturally-aware artists, advisors and professionals will prepare daily online resources, support and guidance for caravan-site-based Gypsies and Travellers throughout the UK. The aim is to minimise the even greater isolation, detachment and vulnerability that site-based Gypsies and Travellers will be experiencing as a result of coronavirus.",GBP,9900,07/07/2020,360G-WCVA-0010N00004M8oSxQAJ,The Romani Cultural and Arts Company,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.48356748,-3.194911262,recipientOrganizationPostcode,03:24.7
360G-WCVA-25753,Voluntary Services Emergency Fund,WRS: Six month resilience building and wellbeing service for vulnerable individuals at risk of homelessness who are being severely impacted by COVID-19. MSC: To maintain critical support for Men’s Sheds across Wales; maintaining the integrity of their community groups in lockdowns and re-starting their Sheds under social isolation.,GBP,44888,07/07/2020,360G-WCVA-0010N00004M8mk2QAB,Hafan Cymru- Camarthenshire,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000010,Carmarthenshire,W06000010,Carmarthenshire,,,W92000004,Wales,51.84942578,-4.291159957,recipientOrganizationPostcode,03:24.7
360G-WCVA-25757,Voluntary Services Emergency Fund,More than ever families are needing to know someone is there to listen to their concerns. Providing remote telephone/video call support for families across Flintshire. Expanding the distribution of our family wellbeing packs to include items to stimulate children's physical and mental health and activities supporting parent's mental wellbeing.  ,GBP,39559.76,07/07/2020,360G-WCVA-0010N00004M8hzxQAB,Home-Start Flintshire,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000005,Flintshire,W06000005,Flintshire,,,W92000004,Wales,53.16038582,-3.136713813,recipientOrganizationPostcode,03:24.7
360G-WCVA-25758,Voluntary Services Emergency Fund,"Continue and expand  Kin Cymru's work, supporting  families with children with special needs/disabilities with DLA claims and appeals.Increasing  the income of  vulnerable familllies providing  extra funds to help parents to  increase their children's life chances and ease their  financial pressures.",GBP,9944.96,07/07/2020,360G-WCVA-0010N00004M8qBMQAZ,KIN Cymru,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.62353882,-3.942852902,recipientOrganizationPostcode,03:24.7
360G-WCVA-25760,Voluntary Services Emergency Fund,"MND Support Wales – we will provide an enhanced telephone and digital information and support service for people living with motor neurone disease (MND) across Wales, their families and carers.  This will include befriending, emotional and peer support to reduce anxiety and stress and improve well-being during the crisis.",GBP,46352,07/07/2020,360G-WCVA-0010N00004JnJICQA3,Motor Neurone Disease Association,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000001,Isle of Anglesey,W06000001,Isle of Anglesey,,,W92000004,Wales,53.25501151,-4.316607464,recipientOrganizationPostcode,03:24.7
360G-WCVA-25761,Voluntary Services Emergency Fund,"Newport Mind will deliver person centred, one to one, mental health support to school pupils in Newport to improve mental health understanding, to provide techniques for staying well and managing transitions and to respond to increasing mental health difficulties young people are experiencing because of the impact of COVID-19.",GBP,85456.29,07/07/2020,360G-WCVA-0010N00004M8i8EQAR,Newport Mind,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000022,Newport,W06000022,Newport,,,W92000004,Wales,51.58332343,-2.996174668,recipientOrganizationPostcode,03:24.7
360G-WCVA-25763,Voluntary Services Emergency Fund,Support line for those who have experienced abuse and trauma in spiritual context Self Care boxes to reduce anxiety during the time of isolation/social distancing Increased marketing for awareness of services.,GBP,23068.8,07/07/2020,360G-WCVA-0010N000051XpeyQAC,Replenished CIC,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000009,Pembrokeshire,W06000009,Pembrokeshire,,,W92000004,Wales,51.88190286,-5.262995603,recipientOrganizationPostcode,03:24.7
360G-WCVA-25764,Voluntary Services Emergency Fund,"Funding will enable these 10 specialist Welsh Women’s Aid member organisations to effectively and safely deliver their vital frontline responses to the violence against women, domestic abuse and sexual violence sector in Wales during the COVID 19 pandemic; and issue which is causing some of the most vulnerable in our society to be at increased risk.",GBP,174656,07/07/2020,360G-WCVA-0010N00004M8mm0QAB,Welsh Women's Aid,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.52598717,-3.142742429,recipientOrganizationPostcode,03:24.7
360G-WCVA-25765,Voluntary Services Emergency Fund,We offer a food bank operation throughout the Conwy Valley. We offer three types of food parcel. We provide utility meter vouchers. We have not restricted ourselves to three food parcels per annum but will support families throughout the crisis. All claimants are referred to us by professional services .,GBP,26680,07/07/2020,360G-WCVA-0014G00002U4V5qQAF,The Trust Fund of the Conwy Valley Rotary Club,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000003,Conwy,W06000003,Conwy,,,W92000004,Wales,53.20705608,-3.791107662,recipientOrganizationPostcode,03:24.7
360G-WCVA-25768,Voluntary Services Emergency Fund,"We will provide 6000 Basic Hygiene Packs across Swansea, Carmarthenshire, Pembrokeshire to the most vulnerable individuals needing to stay indoors. It will increase Listening and Counselling support services via Phone, Skype and other digital platforms to those with heightened stress, anxiety, PTSD and mental health conditions who need help. ",GBP,26660,07/07/2020,360G-WCVA-0010N00004KBhCvQAL,The Family Foundation,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.61579222,-3.933868102,recipientOrganizationPostcode,03:24.7
360G-WCVA-25769,Voluntary Services Emergency Fund,"To engage 15 volunteers from the care experienced community, and our networks across Wales, to create and distribute care & wellbeing packs and develop our online communication so that the care experienced community can be informed, heard, connected, safe and cared for during the pandemic.",GBP,33715.8,07/07/2020,360G-WCVA-0010N00004JnLIuQAN,Voices from Care - formerly NAYPIC,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.48681897,-3.16477224,recipientOrganizationPostcode,03:24.7
360G-WCVA-25770,Voluntary Services Emergency Fund,"""Funding will allow SVC to combat feelings of loneliness and isolation, for disadvantaged beneficiaries (children & adults) living in South Wales. Achieved through our new Digital Befriending Scheme, and delivering LIVE Daily Activities - including BINGO, yoga, virtual social club - to name a few!  """,GBP,10449.65,07/07/2020,360G-WCVA-0010N00004M8i07QAB,Skills Volunteering Cymru,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.48161745,-3.171499242,recipientOrganizationPostcode,03:24.7
360G-WCVA-25771,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,60000,07/07/2020,360G-WCVA-0014G00002U4VEdQAN,Purple Shoots Business Lending Ltd,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000014,Vale of Glamorgan,W06000014,Vale of Glamorgan,,,W92000004,Wales,51.47892679,-3.330551712,recipientOrganizationPostcode,03:24.7
360G-WCVA-25772,Voluntary Services Emergency Fund,"Shalom House, together with our volunteers, will provide the local community with safe, secure access to our professional staff and our daycare facility to offer personal care, support and advice to anyone post Covid-19 or with an existing life-limiting illness or who feels socially isolated or cannot access care .",GBP,46841,07/07/2020,360G-WCVA-0010N00004KBuGMQA1,Shalom House - Pembroke,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000009,Pembrokeshire,W06000009,Pembrokeshire,,,W92000004,Wales,51.88190286,-5.262995603,recipientOrganizationPostcode,03:24.7
360G-WCVA-25773,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,3000,07/07/2020,360G-WCVA-0010N00004KBuHAQA1,Hubberston & Hakin Community Centre,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000009,Pembrokeshire,W06000009,Pembrokeshire,,,W92000004,Wales,51.71561805,-5.051687011,recipientOrganizationPostcode,03:24.7
360G-bulldogtrust-GB-COH-11938822_2020-07-08,RAFT COVID-19 response grant to Compassionate Mental Health CIC,"Grant from The Fore's RAFT Immediate Response Fund to Compassionate Mental Health CIC, as part of The Fore's COVID-19 Response programme.",GBP,5000,08/07/2020,GB-COH-11938822,Compassionate Mental Health CIC,GB-CHC-1123081,The Fore,,360G-bulldogtrust,The Fore,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-COH-11938822,COMPASSIONATE MENTAL HEALTH CIC,registered-company,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.49150879,-3.217494062,recipientOrganizationPostcode,03:24.7
